faculty,application,lowest_score,highest_score
دیپارتمنت زبان و ادبیات انگلیسی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی بادغیس,46,150.0284,177.8177
دیپارتمنت فقه و قانون پوهنځی شرعیات مؤسسه تحصیلات عالی بادغیس,46,150.2506,177.2658
دیپارتمنت فزیک پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی بادغیس,46,150.3602,173.6661
دیپارتمنت اگرانومی پوهنځی زراعت مؤسسه تحصیلات عالی بادغیس,46,150.8978,172.6652
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات مؤسسه تحصیلات عالی بادغیس,46,151.0097,171.1452
دیپارتمنت جنگلداری و منابع طبیعی پوهنځی زراعت مؤسسه تحصیلات عالی بادغیس,46,153.2216,167.2935
دیپارتمنت علوم حیوانی پوهنځی زراعت مؤسسه تحصیلات عالی بادغیس,46,150.2828,165.0806
دارالعلوم/دارالحفاظ خالد بن ولید ولایت بادغیس,46,142.8946,142.8946
دیپارتمنت اداره تجارت پوهنځی اقتصاد پوهنتون لغمان,46,223.7896,309.8837
دیپارتمنت سیول پوهنځی انجنیری پوهنتون لغمان,46,278.9339,309.0134
دیپارتمنت حفاظت محیط زیست و آب پوهنځی انجنیری پوهنتون لغمان,46,204.8998,272.3298
دیپارتمنت امورمالی و بانکی پوهنځی اقتصاد پوهنتون لغمان,46,226.2149,258.4258
دیپارتمنت زبان و ادبیات انگلیسی پوهنځی ادبیات و علوم بشری پوهنتون لغمان,46,190.1703,255.5626
دیپارتمنت ژورنالیزم پوهنځی ادبیات و علوم بشری پوهنتون لغمان,46,181.1427,252.9976
دیپارتمنت فقه و قانون پوهنځی شرعیات پوهنتون لغمان,46,187.0867,241.4625
دیپارتمنت فقه و قانون پوهنځی شرعیات پوهنتون لغمان (مدارس),46,150.1709,230.5064
دیپارتمنت اقتصاد و توسعۀ زراعتی پوهنځی زراعت پوهنتون لغمان,46,176.8612,219.4325
دیپارتمنت بیولوژی پوهنځی تعلیم و تربیه پوهنتون لغمان,46,170.6183,216.7795
دیپارتمنت علوم کتابداری و معلومات پوهنځی ادبیات و علوم بشری پوهنتون لغمان,46,150.0523,211.0324
دیپارتمنت حفاظۀ نباتات پوهنځی زراعت پوهنتون لغمان,46,164.7936,208.3239
دیپارتمنت زبان و ادبیات پشتو پوهنځی ادبیات و علوم بشری پوهنتون لغمان,46,166.9067,207.5649
دیپارتمنت اگرانومی پوهنځی زراعت پوهنتون لغمان,46,166.872,206.9483
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات پوهنتون لغمان,46,177.3433,205.4299
دیپارتمنت فزیک پوهنځی تعلیم و تربیه پوهنتون لغمان,46,150.1394,204.6252
دیپارتمنت جنگلات وحفظ محیط زیست پوهنځی زراعت پوهنتون لغمان,46,160.7419,202.7982
دیپارتمنت هارتیکلچر (باغداری) پوهنځی زراعت پوهنتون لغمان,46,169.1984,202.3566
دیپارتمنت کیمیا پوهنځی تعلیم و تربیه پوهنتون لغمان,46,150.0523,189.9166
دیپارتمنت ریاضی پوهنځی تعلیم و تربیه پوهنتون لغمان,46,150.3141,185.7222
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات پوهنتون لغمان (مدارس),46,150.9985,179.0603
انستیتیوت اداره و حسابداری ولایت لغمان,46,146.7613,178.1481
انستیتیوت زراعت ولسوالی قرغه یی ولایت لغمان,46,164.2319,175.6927
انستیتیوت کثیرالرشتوی ولایت لغمان,46,141.6642,167.755
انستیتیوت زراعت و وترنری ولایت لغمان,46,142.421,162.6799
دیپارتمنت منجمنت و ادارۀ تشبثات (BBA) پوهنځی اقتصاد پوهنتون بامیان,46,234.3947,292.4333
دیپارتمنت احصائیه و کمپیوتر پوهنځی اقتصاد پوهنتون بامیان,46,195.6646,281.2272
دیپارتمنت تاریخ پوهنځی علوم اجتماعی پوهنتون بامیان,46,150.0634,279.2555
دیپارتمنت استخراج معادن مواد مفیده جامد پوهنځی زمین شناسی پوهنتون بامیان,46,165.0031,272.3617
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات پوهنتون بامیان,46,166.3136,267.5962
دیپارتمنت بانکداری و تجارت پوهنځی اقتصاد پوهنتون بامیان,46,219.1471,259.7144
دیپارتمنت اقتصاد ملی پوهنځی اقتصاد پوهنتون بامیان,46,202.2238,253.8904
دیپارتمنت اقتصاد و توسعۀ زراعتی پوهنځی زراعت پوهنتون بامیان,46,167.2678,250.456
دیپارتمنت آموزش کمپیوتر پوهنځی تعلیم و تربیه پوهنتون بامیان,46,184.9511,244.9819
دیپارتمنت جیودیزی انجنیری پوهنځی زمین شناسی پوهنتون بامیان,46,176.9031,242.7487
دیپارتمنت جنگلداری و منابع طبیعی پوهنځی زراعت پوهنتون بامیان,46,152.4972,232.567
دیپارتمنت بیولوژی پوهنځی علوم طبیعی پوهنتون بامیان,46,155.3565,231.8595
دیپارتمنت زبان و ادبیات انگلیسی پوهنځی تعلیم و تربیه پوهنتون بامیان,46,177.5864,231.7145
دیپارتمنت انجنیری محیط زیست پوهنځی زمین شناسی پوهنتون بامیان,46,171.4749,227.4573
دیپارتمنت ریاضی پوهنځی علوم طبیعی پوهنتون بامیان,46,151.7688,224.7139
دیپارتمنت روانشناسی پوهنځی تعلیم و تربیه پوهنتون بامیان,46,166.0812,222.4044
دیپارتمنت باستانشناسی پوهنځی علوم اجتماعی پوهنتون بامیان,46,150.019,219.6645
دیپارتمنت مدیریت آموزشی پوهنځی تعلیم و تربیه پوهنتون بامیان,46,167.8762,218.7393
دیپارتمنت توریزم پوهنځی علوم اجتماعی پوهنتون بامیان,46,151.4722,216.932
دیپارتمنت علوم حیوانی پوهنځی زراعت پوهنتون بامیان,46,152.9241,215.3491
دیپارتمنت کیمیا پوهنځی علوم طبیعی پوهنتون بامیان,46,155.8531,213.0993
دیپارتمنت جیولوجی پوهنځی زمین شناسی پوهنتون بامیان,46,156.2943,210.2851
دیپارتمنت پیداگوژی پوهنځی تعلیم و تربیه پوهنتون بامیان,46,150.128,206.9166
دیپارتمنت فزیک پوهنځی علوم طبیعی پوهنتون بامیان,46,153.7286,206.132
دیپارتمنت جامعه شناسی پوهنځی علوم اجتماعی پوهنتون بامیان,46,156.9656,203.0841
انستیتیوت اداره و حسابداری ولایت بامیان,46,143.7665,199.241
دیپارتمنت زبان و ادبیات فارسی دری پوهنځی تعلیم و تربیه پوهنتون بامیان,46,155.3032,195.7399
انستیتیوت زراعت و وترنری پنجاب ولایت بامیان,46,149.2151,194.925
دیپارتمنت هارتیکلچر (باغداری) پوهنځی زراعت پوهنتون بامیان,46,152.2982,194.2546
دیپارتمنت فقه و قانون پوهنځی شرعیات پوهنتون بامیان,46,159.1568,191.7999
دیپارتمنت زبان و ادبیات پشتو پوهنځی تعلیم و تربیه پوهنتون بامیان,46,158.1992,190.1374
دیپارتمنت اگرانومی پوهنځی زراعت پوهنتون بامیان,46,150.6463,183.9721
دیپارتمنت جغرافیه پوهنځی زمین شناسی پوهنتون بامیان,46,150.195,181.7569
دیپارتمنت فلسفه پوهنځی علوم اجتماعی پوهنتون بامیان,46,151.2379,175.7919
دیپارتمنت فقه و قانون پوهنځی شرعیات پوهنتون بامیان (مدارس),46,150.1514,175.2413
انستیتیوت زراعت و وترنری مرکز ولایت بامیان,46,141.3982,174.6257
دیپارتمنت حفاظه نباتات پوهنځی زراعت پوهنتون بامیان,46,150.1505,169.1759
انستیتیوت مسلکی زراعت ولسوالی یکاولنگ ولایت بامیان,46,145.4292,164.0225
دیپارتمنت خاک شناسی و آبیاری پوهنځی زراعت پوهنتون بامیان,46,151.3399,162.5921
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات پوهنتون بامیان (مدارس),46,151.6365,157.3727
دیپارتمنت عمومی پوهنځی طب پوهنتون کندز,46,318.0076,326.3424
دیپارتمنت عمومی پوهنځی ستوماتولوژی پوهنتون کندز,46,301.9126,320.3527
دیپارتمنت انجنیری نرم افزار پوهنځی کمپیوتر ساینس پوهنتون کندز,46,268.3787,312.1718
دیپارتمنت تکنالوژی معلوماتی پوهنځی کمپیوتر ساینس پوهنتون کندز,46,246.9127,307.7386
دیپارتمنت سیستم های معلوماتی پوهنځی کمپیوتر ساینس پوهنتون کندز,46,232.9949,294.9756
دیپارتمنت اقتصاد ملی پوهنځی اقتصاد پوهنتون کندز,46,206.8056,266.6953
دیپارتمنت امورمالی و بانکی پوهنځی اقتصاد پوهنتون کندز,46,206.3985,264.5898
دیپارتمنت فقه و قانون پوهنځی شرعیات پوهنتون کندز (مدارس),46,155.9761,250.1481
دیپارتمنت عمومی پوهنځی علوم وترنری پوهنتون کندز,46,177.2111,238.7858
دیپارتمنت فزیک پوهنځی تعلیم و تربیه پوهنتون کندز,46,150.9661,234.6023
دیپارتمنت علوم سیاسی و روابط بین الملل پوهنځی حقوق و علوم سیاسی پوهنتون کندز,46,182.564,226.0944
دیپارتمنت ریاضی پوهنځی تعلیم و تربیه پوهنتون کندز,46,153.1227,224.4062
دیپارتمنت حقوق پوهنځی حقوق و علوم سیاسی پوهنتون کندز,46,178.6551,220.1355
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات پوهنتون کندز,46,168.569,219.3985
دیپارتمنت بیولوژی پوهنځی تعلیم و تربیه پوهنتون کندز,46,164.319,210.6922
دیپارتمنت زبان و ادبیات انگلیسی پوهنځی تعلیم و تربیه پوهنتون کندز,46,184.2814,206.6524
دیپارتمنت اگرانومی پوهنځی زراعت پوهنتون کندز,46,150.3037,206.0345
دیپارتمنت روانشناسی پوهنځی تعلیم و تربیه پوهنتون کندز,46,159.6844,203.8209
دیپارتمنت فقه و قانون پوهنځی شرعیات پوهنتون کندز,46,172.5761,203.7241
دیپارتمنت اقتصاد و توسعۀ زراعتی پوهنځی زراعت پوهنتون کندز,46,171.1357,199.0964
دیپارتمنت اگری بزنس پوهنځی زراعت پوهنتون کندز,46,150.019,196.6213
دیپارتمنت زبان و ادبیات پشتو پوهنځی تعلیم و تربیه پوهنتون کندز,46,160.3573,194.0136
دیپارتمنت تربیت بدنی پوهنځی تعلیم و تربیه پوهنتون کندز,46,151.8469,190.7331
دیپارتمنت کیمیا پوهنځی تعلیم و تربیه پوهنتون کندز,46,150.2054,189.642
دیپارتمنت تاریخ پوهنځی تعلیم و تربیه پوهنتون کندز,46,151.7254,188.4202
دیپارتمنت زبان و ادبیات فارسی دری پوهنځی تعلیم و تربیه پوهنتون کندز,46,162.3938,188.0784
دیپارتمنت علوم سیاسی و روابط بین الملل  پوهنځی حقوق و علوم سیاسی پوهنتون کندز (مدارس),46,151.8453,186.9663
دیپارتمنت هارتیکلچر (باغداری) پوهنځی زراعت پوهنتون کندز,46,150.2061,186.636
دیپارتمنت حقوق پوهنځی حقوق و علوم سیاسی پوهنتون کندز (مدارس),46,151.4833,185.4435
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات پوهنتون کندز (مدارس),46,150.2166,183.1234
دیپارتمنت علوم حیوانی پوهنځی زراعت پوهنتون کندز,46,150.2942,179.0613
دیپارتمنت علوم و فرهنگ اسلامی پوهنځی تعلیم و تربیه پوهنتون کندز (مدارس),46,153.055,177.4632
دیپارتمنت علوم و فرهنگ اسلامی پوهنځی تعلیم و تربیه پوهنتون کندز,46,150.9098,175.8475
انستیتیوت اداره و حسابداری ولایت کندز,46,140.7383,169.6697
دیپارتمنت جغرافیه پوهنځی تعلیم و تربیه پوهنتون کندز,46,152.5075,164.4286
انستیتیوت زراعت امام صاحب ولایت کندز,46,157.8794,157.8794
انستیتیوت تخنیکی ولایت کندز,46,142.1139,154.3442
دیپارتمنت عمومی پوهنځی طب پوهنتون بلخ,46,330.5806,347.7321
دیپارتمنت انجنیری نرم افزار پوهنځی کمپیوتر ساینس پوهنتون بلخ,46,301.7908,343.6045
دیپارتمنت ساختمانهای صنعتی و مدنی پوهنځی انجنیری پوهنتون بلخ,46,265.7243,326.1538
دیپارتمنت عمومی پوهنځی فارمسی پوهنتون بلخ,46,295.6035,325.8355
دیپارتمنت منجمنت و ادارۀ تشبثات (BBA) پوهنځی اقتصاد پوهنتون بلخ,46,278.2416,323.269
دیپارتمنت سیستم های معلوماتی پوهنځی کمپیوتر ساینس پوهنتون بلخ,46,270.9873,319.4952
دیپارتمنت زبان و ادبیات انگلیسی پوهنځی تعلیم و تربیه پوهنتون بلخ,46,177.323,316.2687
دیپارتمنت امورمالی و بانکی پوهنځی اقتصاد پوهنتون بلخ,46,254.8043,310.377
دیپارتمنت ساختمانهای هایدروتخنیکی پوهنځی انجنیری پوهنتون بلخ,46,224.7155,300.4474
دیپارتمنت اقتصاد ملی پوهنځی اقتصاد پوهنتون بلخ,46,235.8887,295.0312
دیپارتمنت تکنالوژی کیمیاوی پوهنځی انجنیری پوهنتون بلخ,46,175.5817,293.4351
دیپارتمنت زبان و ادبیات انگلیسی پوهنځی زبان و ادبیات پوهنتون بلخ,46,213.7617,292.1022
دیپارتمنت ارتباطات پوهنځی ژورنالیزم و ارتباطات جمعی پوهنتون بلخ,46,166.1804,290.9248
دیپارتمنت کیمیا پوهنځی ساینس پوهنتون بلخ,46,150.2481,290.3632
دیپارتمنت انجنیری آبرسانی و محیط زیست پوهنځی انجنیری معادن و محیط زیست پوهنتون بلخ,46,174.0955,289.6032
دیپارتمنت عمومی پوهنځی علوم وترنری پوهنتون بلخ,46,186.1397,288.2727
دیپارتمنت فقه و قانون پوهنځی شرعیات پوهنتون بلخ,46,186.7565,287.9634
دیپارتمنت علوم سیاسی و روابط بین الملل پوهنځی حقوق و علوم سیاسی پوهنتون بلخ,46,191.8984,282.7001
دیپارتمنت ژورنالیزم پوهنځی ژورنالیزم و ارتباطات جمعی پوهنتون بلخ,46,183.9832,280.1128
دیپارتمنت حقوق پوهنځی حقوق و علوم سیاسی پوهنتون بلخ,46,195.7742,277.4276
دیپارتمنت روانشناسی پوهنځی علوم اجتماعی پوهنتون بلخ,46,183.2112,277.0627
دیپارتمنت ریاضی پوهنځی ساینس پوهنتون بلخ,46,155.1598,276.007
دیپارتمنت فقه و قانون پوهنځی شرعیات پوهنتون بلخ (مدارس),46,179.3366,274.9842
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات پوهنتون بلخ,46,176.7073,274.0914
دیپارتمنت اداره عامه پوهنځی اداره و پالیسی عامه پوهنتون بلخ,46,212.0022,272.8247
دیپارتمنت ریاضی پوهنځی تعلیم و تربیه پوهنتون بلخ,46,150.2281,272.7925
دیپارتمنت پالیسی عامه پوهنځی اداره و پالیسی عامه پوهنتون بلخ,46,211.1315,269.4673
دیپارتمنت احصائیه و ایکونومتری پوهنځی اقتصاد پوهنتون بلخ,46,198.3183,267.6828
دیپارتمنت انجنیری معدن پوهنځی انجنیری معادن و محیط زیست پوهنتون بلخ,46,184.4556,256.6208
دیپارتمنت اگری بزنس پوهنځی زراعت پوهنتون بلخ,46,167.3593,254.6043
دیپارتمنت اگرانومی پوهنځی زراعت پوهنتون بلخ,46,165.3219,254.5394
دیپارتمنت فزیک پوهنځی ساینس پوهنتون بلخ,46,152.6616,253.5287
دیپارتمنت انجنیری پطرولیم پوهنځی انجنیری معادن و محیط زیست پوهنتون بلخ,46,171.3111,252.0275
دیپارتمنت زبان و ادبیات پشتو پوهنځی تعلیم و تربیه پوهنتون بلخ,46,150.0402,247.4485
دیپارتمنت زبان و ادبیات فارسی دری پوهنځی تعلیم و تربیه پوهنتون بلخ,46,158.8917,246.5461
دیپارتمنت زبان و ادبیات پشتو پوهنځی زبان و ادبیات پوهنتون بلخ,46,158.9811,243.7745
دیپارتمنت مدیریت و انکشاف پوهنځی اداره و پالیسی عامه پوهنتون بلخ,46,188.8924,229.1752
دیپارتمنت اقتصاد و توسعۀ زراعتی پوهنځی زراعت پوهنتون بلخ,46,182.275,229.0415
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات پوهنتون بلخ (مدارس),46,154.5085,222.0951
دیپارتمنت بیولوژی پوهنځی ساینس پوهنتون بلخ,46,163.3623,217.254
دیپارتمنت زبان و ادبیات فارسی دری پوهنځی زبان و ادبیات پوهنتون بلخ,46,168.25,216.678
دیپارتمنت علوم سیاسی و روابط بین الملل  پوهنځی حقوق و علوم سیاسی پوهنتون بلخ (مدارس),46,156.3693,212.6279
دیپارتمنت حقوق پوهنځی حقوق و علوم سیاسی پوهنتون بلخ (مدارس),46,155.7326,208.8502
دیپارتمنت کیمیا پوهنځی تعلیم و تربیه پوهنتون بلخ,46,150.4592,207.8719
دیپارتمنت زبان و ادبیات عربی پوهنځی زبان و ادبیات پوهنتون بلخ (مدارس),46,151.2169,207.5197
دیپارتمنت جنگلات و باغداری پوهنځی زراعت پوهنتون بلخ,46,165.1576,205.9448
دیپارتمنت روابط عامه پوهنځی ژورنالیزم و ارتباطات جمعی پوهنتون بلخ,46,150.4712,201.2107
دیپارتمنت بیولوژی پوهنځی تعلیم و تربیه پوهنتون بلخ,46,162.8766,199.3297
دیپارتمنت زبان و ادبیات ترکی پوهنځی زبان و ادبیات پوهنتون بلخ,46,152.6819,197.2274
دیپارتمنت علوم و فرهنگ اسلامی پوهنځی تعلیم و تربیه پوهنتون بلخ,46,150.0847,196.9181
دیپارتمنت تاریخ پوهنځی تعلیم و تربیه پوهنتون بلخ,46,151.0525,194.9043
دیپارتمنت هنرهای زیبا پوهنځی علوم اجتماعی پوهنتون بلخ,46,152.9693,192.6243
دیپارتمنت علوم خاک شناسی پوهنځی زراعت پوهنتون بلخ,46,157.0775,191.7661
دیپارتمنت فزیک پوهنځی تعلیم و تربیه پوهنتون بلخ,46,151.1619,190.4115
دیپارتمنت علوم حیوانی پوهنځی زراعت پوهنتون بلخ,46,160.2134,189.6969
انستیتیوت اداره و حسابداری ولایت بلخ,46,155.3459,189.2995
دیپارتمنت زبان و ادبیات عربی پوهنځی زبان و ادبیات پوهنتون بلخ,46,157.4605,185.2493
دیپارتمنت باستانشناسی پوهنځی علوم اجتماعی پوهنتون بلخ,46,150.1394,184.6215
انستیتیوت مسلکی سجادیه ولایت بلخ,46,142.8851,183.7054
دیپارتمنت جغرافیه پوهنځی تعلیم و تربیه پوهنتون بلخ,46,150.4592,182.9035
دیپارتمنت تاریخ پوهنځی علوم اجتماعی پوهنتون بلخ,46,150.2506,181.715
انستیتیوت زراعت عمومی ولایت بلخ,46,141.4967,174.317
انستیتیوت انجنیری ولسوالی نهر شاهی ولایت بلخ,46,141.1236,169.1189
دیپارتمنت زبان و ادبیات اوزبیکی پوهنځی زبان و ادبیات پوهنتون بلخ,46,152.2419,169.0443
انستیتیوت نفت و گاز ولایت بلخ,46,140.209,167.8097
انستیتیوت تعلیمات خاص ولایت بلخ,46,157.1092,165.6954
انستیتیوت تخنیکی و مسلکی ولایت بلخ,46,144.79,163.8909
دیپارتمنت علوم و فرهنگ اسلامی پوهنځی تعلیم و تربیه پوهنتون بلخ (مدارس),46,150.0514,160.5204
دیپارتمنت علوم سیاسی و روابط بین الملل پوهنځی حقوق و علوم سیاسی پوهنتون جوزجان,46,173.38,309.8186
دیپارتمنت فقه و قانون پوهنځی شرعیات پوهنتون جوزجان (مدارس),46,150.5463,290.948
دیپارتمنت مهندسی پوهنځی ساختمانی پوهنتون جوزجان,46,197.6908,289.9788
دیپارتمنت منجمنت و ادارۀ تشبثات (BBA) پوهنځی اقتصاد پوهنتون جوزجان,46,213.8602,288.6668
دیپارتمنت انجنیری صنایع کیمیاوی نفت و گاز پوهنځی انجنیری صنایع کیمیاوی پوهنتون جوزجان,46,162.2721,281.5019
دیپارتمنت امورمالی و بانکی پوهنځی اقتصاد پوهنتون جوزجان,46,195.1773,273.6521
دیپارتمنت ساختمانهای هایدروتخنیکی پوهنځی ساختمانی پوهنتون جوزجان,46,166.5891,261.3549
دیپارتمنت ساختمانهای صنعتی و مدنی پوهنځی ساختمانی پوهنتون جوزجان,46,195.7278,258.7593
دیپارتمنت جیودیزی انجنیری پوهنځی جیوماتیک پوهنتون جوزجان,46,158.803,257.5224
دیپارتمنت سیستم اطلاعات جغرافیایی (GIS) پوهنځی جیوماتیک پوهنتون جوزجان,46,150.867,256.6405
دیپارتمنت انجنیری برق پوهنځی انجنیری صنایع کیمیاوی پوهنتون جوزجان,46,178.0369,253.9228
دیپارتمنت آموزش کمپیوتر پوهنځی تعلیم و تربیه پوهنتون جوزجان,46,171.0791,241.142
دیپارتمنت استخراج معادن جامد پوهنځی جیولوجی و معادن پوهنتون جوزجان,46,161.248,231.3331
دیپارتمنت روانشناسی پوهنځی علوم اجتماعی پوهنتون جوزجان,46,164.0772,228.2525
دیپارتمنت انجنیری صنایع مواد غیر عضوی پوهنځی انجنیری صنایع کیمیاوی پوهنتون جوزجان,46,150.0514,222.6334
دیپارتمنت حقوق پوهنځی حقوق و علوم سیاسی پوهنتون جوزجان,46,180.6242,220.3246
دیپارتمنت حفاظت محیط زیست پوهنځی جیولوجی و معادن پوهنتون جوزجان,46,150.2386,220.0818
دیپارتمنت زبان و ادبیات انگلیسی پوهنځی تعلیم و تربیه پوهنتون جوزجان,46,169.8131,206.6623
دیپارتمنت نفت و گاز پوهنځی جیولوجی و معادن پوهنتون جوزجان,46,167.4585,205.6051
دیپارتمنت انجنیری مواد غذایی پوهنځی انجنیری صنایع کیمیاوی پوهنتون جوزجان,46,150.4916,200.1221
دیپارتمنت اکتشاف مواد مفیده جامد پوهنځی جیولوجی و معادن پوهنتون جوزجان,46,150.1061,192.8236
دیپارتمنت فقه و قانون پوهنځی شرعیات پوهنتون جوزجان,46,165.3101,191.8875
دیپارتمنت بیولوژی پوهنځی تعلیم و تربیه پوهنتون جوزجان,46,154.0156,191.0385
دیپارتمنت جغرافیه پوهنځی تعلیم و تربیه پوهنتون جوزجان,46,150.8542,190.38
انستیتیوت اداره و حسابداری ولایت جوزجان,46,143.5554,182.1991
دیپارتمنت حقوق پوهنځی حقوق و علوم سیاسی پوهنتون جوزجان (مدارس),46,151.0644,180.8994
دیپارتمنت ریاضی پوهنځی تعلیم و تربیه پوهنتون جوزجان,46,152.1434,180.813
دیپارتمنت ژورنالیزم پوهنځی علوم اجتماعی پوهنتون جوزجان,46,159.2993,179.3254
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات پوهنتون جوزجان,46,158.6829,178.8629
دیپارتمنت زبان و ادبیات پشتو پوهنځی تعلیم و تربیه پوهنتون جوزجان,46,151.4594,176.7808
دیپارتمنت زبان و ادبیات ترکی پوهنځی علوم اجتماعی پوهنتون جوزجان,46,150.3489,174.8465
دیپارتمنت زبان و ادبیات فارسی دری پوهنځی تعلیم و تربیه پوهنتون جوزجان,46,152.3837,173.5774
دیپارتمنت تاریخ پوهنځی تعلیم و تربیه پوهنتون جوزجان,46,150.2926,170.9697
دیپارتمنت تاریخ پوهنځی علوم اجتماعی پوهنتون جوزجان,46,150.4489,168.9444
دیپارتمنت کیمیا پوهنځی تعلیم و تربیه پوهنتون جوزجان,46,151.0081,167.6644
دیپارتمنت فزیک پوهنځی تعلیم و تربیه پوهنتون جوزجان,46,155.6891,164.4525
دیپارتمنت زبان و ادبیات اوزبیکی پوهنځی تعلیم و تربیه پوهنتون جوزجان,46,152.6831,161.9199
دیپارتمنت زبان و ادبیات اوزبیکی پوهنځی علوم اجتماعی پوهنتون جوزجان,46,150.6139,161.8764
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات پوهنتون جوزجان (مدارس),46,150.3473,161.2028
دیپارتمنت زبان و ادبیات ترکمنی پوهنځی تعلیم و تربیه پوهنتون جوزجان,46,153.7705,160.2665
دیپارتمنت علوم سیاسی و روابط بین الملل پوهنځی حقوق و علوم سیاسی پوهنتون جوزجان (مدارس),46,152.2846,154.9284
انستیتیوت تخنیکم شبرغان ولایت جوزجان,46,148.3671,154.2564
انستیتیوت زراعت و وترنری ولایت جوزجان,46,142.5217,142.5217
دیپارتمنت تکنالوژی معلوماتی پوهنځی کمپیوتر ساینس پوهنتون سیدجمال الدین افغانی (کنر),46,256.5652,316.1574
دیپارتمنت انجنیری نرم افزار پوهنځی کمپیوتر ساینس پوهنتون سیدجمال الدین افغانی (کنر),46,258.4393,314.0116
دیپارتمنت منجمنت و ادارۀ تشبثات (BBA) پوهنځی اقتصاد پوهنتون سیدجمال الدین افغانی (کنر),46,231.2972,291.2349
دیپارتمنت اقتصاد ملی پوهنځی اقتصاد پوهنتون سیدجمال الدین افغانی (کنر),46,204.6248,263.5454
دیپارتمنت فقه و قانون پوهنځی شرعیات پوهنتون سیدجمال الدین افغانی (کنر),46,181.4054,258.0069
دیپارتمنت اقتصاد و توسعۀ زراعتی پوهنځی زراعت پوهنتون سیدجمال الدین افغانی (کنر),46,164.0345,246.6678
دیپارتمنت زبان و ادبیات عربی پوهنځی تعلیم و تربیه پوهنتون سیدجمال الدین افغانی (کنر) (مدارس),46,240.1297,240.1297
دیپارتمنت زبان و ادبیات انگلیسی پوهنځی تعلیم و تربیه پوهنتون سیدجمال الدین افغانی (کنر),46,192.5696,236.078
دیپارتمنت روانشناسی پوهنځی تعلیم و تربیه پوهنتون سیدجمال الدین افغانی (کنر),46,178.1812,229.7144
دیپارتمنت اگرانومی پوهنځی زراعت پوهنتون سیدجمال الدین افغانی (کنر),46,167.9766,229.4169
دیپارتمنت بیولوژی پوهنځی تعلیم و تربیه پوهنتون سیدجمال الدین افغانی (کنر),46,178.3779,222.9128
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات پوهنتون سیدجمال الدین افغانی (کنر),46,175.2737,208.7873
دیپارتمنت فقه و قانون پوهنځی شرعیات پوهنتون سیدجمال الدین افغانی (کنر) (مدارس),46,150.1181,208.597
دیپارتمنت هارتیکلچر (باغداری) پوهنځی زراعت پوهنتون سیدجمال الدین افغانی (کنر),46,171.5305,202.7539
دیپارتمنت جنگلداری و منابع طبیعی پوهنځی زراعت پوهنتون سیدجمال الدین افغانی (کنر),46,168.2732,201.8617
دیپارتمنت کیمیا پوهنځی تعلیم و تربیه پوهنتون سیدجمال الدین افغانی (کنر),46,153.4419,201.7981
دیپارتمنت زبان و ادبیات پشتو پوهنځی تعلیم و تربیه پوهنتون سیدجمال الدین افغانی (کنر),46,170.131,200.276
دیپارتمنت فزیک پوهنځی تعلیم و تربیه پوهنتون سیدجمال الدین افغانی (کنر),46,150.2173,198.3621
دیپارتمنت علوم حیوانی پوهنځی زراعت پوهنتون سیدجمال الدین افغانی (کنر),46,167.6772,197.6343
دیپارتمنت ریاضی پوهنځی تعلیم و تربیه پوهنتون سیدجمال الدین افغانی (کنر),46,150.0402,197.1283
انستیتیوت اداره و حسابداری ولایت کنر,46,140.4297,196.9299
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات پوهنتون سیدجمال الدین افغانی (کنر) (مدارس),46,152.5376,196.9283
دیپارتمنت زبان و ادبیات عربی پوهنځی تعلیم و تربیه پوهنتون سیدجمال الدین افغانی (کنر),46,157.7691,194.5076
دیپارتمنت تاریخ پوهنځی تعلیم و تربیه پوهنتون سیدجمال الدین افغانی (کنر),46,156.0737,188.9916
دیپارتمنت جغرافیه پوهنځی تعلیم و تربیه پوهنتون سیدجمال الدین افغانی (کنر),46,156.3925,183.872
انستیتیوت زراعت خاص کنر ولایت کنر,46,142.3663,165.4739
انستیتیوت مسلکی صنایع ولایت کنر,46,165.1661,165.1661
انستیتیوت زراعت مروره ولایت کنر,46,156.0406,156.0406
دیپارتمنت سیول پوهنځی انجنیری پوهنتون فاریاب,46,222.4503,316.312
دیپارتمنت انجنیری شبکه پوهنځی کمپیوتر ساینس پوهنتون فاریاب,46,204.2406,309.199
دیپارتمنت سیستم های معلوماتی پوهنځی کمپیوتر ساینس پوهنتون فاریاب,46,207.6091,290.8586
